 BELL 540 AIRFOIL (MODIFIED NACA 0012)
48.        48.

 0.        0.
  .00453    .01163
  .00862    .01569
  .01250    .01857
  .01628    .02087
  .02366    .02453
  .03092    .02743
  .03810    .02986
  .04524    .03195
  .05590    .03463
  .06652    .03689
  .08064    .03939
  .09121    .04098
  .10177    .04235
  .11231    .04353
  .12285    .04455
  .13339    .04543
  .15093    .04660
  .17548    .04773
  .20001    .04836
  .21402    .04851
  .22102    .04855
  .22452    .04855
  .23503    .04851
  .25253    .04832
  .28053    .04767
  .30152    .04696
  .32950    .04572
  .35048    .04461
  .38544    .04244
  .42036    .04015
  .45528    .03785
  .49020    .03556
  .52512    .03326
  .56003    .03097
  .59495    .02867
  .62987    .02638
  .66479    .02408
  .69970    .02179
  .73462    .01949
  .76954    .01720
  .80446    .01490
  .83938    .01261
  .87430    .01031
  .90921    .00801
  .94413    .00572
  .97905    .00342
 1.00000    .00205

 0.        0.
  .00453   -.01163
  .00862   -.01569
  .01250   -.01857
  .01628   -.02087
  .02366   -.02453
  .03092   -.02743
  .03810   -.02986
  .04524   -.03195
  .05590   -.03463
  .06652   -.03689
  .08064   -.03939
  .09121   -.04098
  .10177   -.04235
  .11231   -.04353
  .12285   -.04455
  .13339   -.04543
  .15093   -.04660
  .17548   -.04773
  .20001   -.04836
  .21402   -.04851
  .22102   -.04855
  .22452   -.04855
  .23503   -.04851
  .25253   -.04832
  .28053   -.04767
  .30152   -.04696
  .32950   -.04572
  .35048   -.04461
  .38544   -.04244
  .42036   -.04015
  .45528   -.03785
  .49020   -.03556
  .52512   -.03326
  .56003   -.03097
  .59495   -.02867
  .62987   -.02638
  .66479   -.02408
  .69970   -.02179
  .73462   -.01949
  .76954   -.01720
  .80446   -.01490
  .83938   -.01261
  .87430   -.01031
  .90921   -.00801
  .94413   -.00572
  .97905   -.00342
 1.00000   -.00205
