 UNIVERSITY OF ILLINOIS UI-1720 AIRFOIL
49.        43.
 
 0.000000  0.000000
  .001315   .008783
  .004278   .016285
  .008823   .024374
  .014903   .032750
  .022485   .041600
  .031535   .050676
  .042013   .059526
  .053853   .068029
  .067001   .076378
  .081427   .084347
  .097028   .091809
  .113747   .098496
  .131515   .104303
  .150220   .109141
  .169782   .112966
  .190065   .114861
  .211962   .114427
  .236269   .112518
  .262692   .109755
  .290930   .106398
  .320743   .102581
  .351885   .098396
  .384161   .093938
  .417351   .089273
  .451242   .084460
  .485627   .079562
  .520305   .074650
  .555064   .069731
  .589703   .064859
  .624014   .060074
  .657818   .055368
  .690895   .050763
  .723085   .046265
  .754179   .041927
  .784032   .037709
  .812464   .033731
  .839327   .029913
  .864469   .026323
  .887774   .022946
  .909105   .019755
  .928386   .016725
  .945505   .013875
  .960402   .011253
  .973009   .008816
  .983287   .006801
  .991189   .004605
  .996716   .002736
  .999999   .000954
 
 0.000000  0.000000
  .000641  -.004765
  .003744  -.010051
  .009317  -.015090
  .016852  -.019595
  .026156  -.023426
  .037148  -.026336
  .050349  -.027964
  .066134  -.028652
  .084314  -.028739
  .104783  -.028238
  .127428  -.027264
  .152142  -.025869
  .178825  -.024080
  .207351  -.021964
  .237571  -.019588
  .269333  -.017032
  .302510  -.014343
  .336888  -.011606
  .372308  -.008850
  .408554  -.006147
  .445456  -.003531
  .482784  -.001121
  .520319   .001121
  .557841   .003117
  .595155   .004825
  .632003   .006280
  .668183   .007402
  .703456   .008209
  .737634   .008670
  .770477   .008696
  .801785   .008590
  .831385   .008222
  .859062   .007608
  .884651   .006794
  .908004   .005800
  .928974   .004725
  .947394   .003637
  .963198   .002536
  .976253   .001635
  .986498   .001008
  .994139   .000574
  .999232   .000340
