 WHITCOMB INTEGRAL SUPERCRITICAL AIRFOIL
 37.        37.
 
 0.0      0.0
  .0075    .0176
  .0125    .0215
  .0250    .0276
  .0375    .0316
  .0500    .0347
  .0750    .0394
  .1000    .0428
  .1250    .0455
  .1500    .0476
  .1750    .0493
  .2000    .0507
  .2500    .0528
  .3000    .0540
  .3500    .0547
  .4000    .0550
  .4500    .0548
  .5000    .0543
  .5500    .0533
  .5750    .0527
  .6000    .0519
  .6250    .0511
  .6500    .0501
  .6750    .0489
  .7000    .0476
  .7250    .0460
  .7500    .0442
  .7750    .0422
  .8000    .0398
  .8250    .0370
  .8500    .0337
  .8750    .0300
  .9000    .0255
  .9250    .0204
  .9500    .0144
  .9750    .0074
 1.0000   -.0008
 
 0.0      0.0
  .0075   -.0176
  .0125   -.0216
  .0250   -.0281
  .0375   -.0324
  .0500   -.0358
  .0750   -.0408
  .1000   -.0444
  .1250   -.0472
  .1500   -.0493
  .1750   -.0510
  .2000   -.0522
  .2500   -.0540
  .3000   -.0548
  .3500   -.0549
  .4000   -.0541
  .4500   -.0524
  .5000   -.0497
  .5500   -.0455
  .5750   -.0426
  .6000   -.0389
  .6250   -.0342
  .6500   -.0282
  .6750   -.0215
  .7000   -.0149
  .7250   -.0090
  .7500   -.0036
  .7750    .0012
  .8000    .0053
  .8250    .0088
  .8500    .0114
  .8750    .0132
  .9000    .0138
  .9250    .0131
  .9500    .0106
  .9750    .0060
 1.0000   -.0013
